Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"RT @Ratan100800: #IndiaFightsCorona
Improving recovery rate
#IndiaStandwithBagga https://t.co/HWD8WA0lnB",27-05-2020 19:29,"????? ??????, ????",#indiafightscorona improv recoveri rate #indiastandwithbagga http,Neutral,19,27-05-2020,,,,,
"#?????????? ?????????????? ?????????????? ~
?????????????????? ~ 158086
???????????? ~ 85792
?????????????????? ~ 67749
???????????????? ~ 4534
???????? ?????????????? ~ 27 May,Â https://t.co/XANZpjMmVt",27-05-2020 19:29,"New Delhi, India",http xanzpjmmvt,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
RT @mygovindia: India has 10.7 (approx.) cases per lakh population which is amongst the lowest in the World. #IndiaFightsCorona https://t.cÂ,27-05-2020 19:28,"Karnataka, India",india approx case lakh popul amongst lowest world #indiafightscorona http,Neutral,19,27-05-2020,"Karnataka, India","(14.5203896, 75.7223521, 0.0)",14.5203896,75.7223521,0
"RT @Ratan100800: #IndiaFightsCorona
Robust health preparedness
#IndiaStandwithBagga https://t.co/Y2FrSXwQ1z",27-05-2020 19:28,"????? ??????, ????",#indiafightscorona robust health prepared #indiastandwithbagga http frsxwq,Neutral,19,27-05-2020,,,,,
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 19:28,"New Delhi, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
RT @mygovindia: Take a look at the Graphical representation to know how IndiaÂs fatality rate is amongst the lowest in the world. #IndiaFigÂ,27-05-2020 19:28,"Karnataka, India",take look graphic represent know india fatal rate amongst lowest world #indiafig,Neutral,19,27-05-2020,"Karnataka, India","(14.5203896, 75.7223521, 0.0)",14.5203896,75.7223521,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 19:28,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",27-05-2020 19:26,India,#agra #covid activ case total activ case today discharg tota,Neutral,19,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @AICTE_INDIA: .@EBSB_MHRD Digital Activities @ #AICTEdge:

Activities to be conducted by Institutions under Dept. of #HigherEducation inÂ",27-05-2020 19:25,New Delhi,digit activ #aictedg activ conduct institut dept #highereduc,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @AICTE_INDIA: .@EBSB_MHRD Digital Activities @ #AICTEdge:

Activities to be conducted by Institutions under Dept. of #HigherEducation inÂ",27-05-2020 19:24,"Tripura, India",digit activ #aictedg activ conduct institut dept #highereduc,Neutral,19,27-05-2020,"Tripura, India","(23.7750823, 91.7025091, 0.0)",23.7750823,91.7025091,0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",27-05-2020 19:24,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",27-05-2020 19:23,,#agra #covid activ case total activ case today discharg tota,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",27-05-2020 19:23,delhi,burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,19,27-05-2020,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","(28.6517178, 77.2219388, 0.0)",28.6517178,77.2219388,0
"Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded theÂ https://t.co/MV8evK5k3Y",27-05-2020 19:22,India,aarogya setu becom world largest contact trace day crore peopl download http,Neutral,19,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",27-05-2020 19:21,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 19:20,"Kerala, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,19,27-05-2020,"Kerala, India","(10.3528744, 76.5120396, 0.0)",10.3528744,76.5120396,0
@AmitAgarwal and @GopalPillai This order 408-4918200-3812330 is pending from 1 week n don't ask to contact help cenÂ https://t.co/1RhTeG9ozf,27-05-2020 19:18,India,thi order pend week contact help http rhteg,Neutral,19,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @AkshayaPatra: Till today: 2,19,00,884 cooked meals' served + essential grocery for 2,67,57,010 meals (6,40,725 relief kits', each contaÂ",27-05-2020 19:17,,till today cook meal serv essenti groceri meal relief kit conta,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,27-05-2020 19:17,,#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,27-05-2020 19:16,"Mumbai, India",#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,19,27-05-2020,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0
"RT @rsprasad: Do not spit in public places as it can increase the spread of #COVID19.
It is necessary to improve the level of basic hygieneÂ",27-05-2020 19:14,,spit public place increas spread #covid necessari improv level basic hygien,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Rumours mislead you, #facts protect you. 

Fight the Infodemic of #COVID19 with facts.

Do NOT foÂ",27-05-2020 19:14,,#indiafightscorona rumour mislead #fact protect fight infodem #covid fact,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 19:13,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",27-05-2020 19:13,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @Ratan100800: #IndiaFightsCorona
Potters raise awareness on COVID-19
#IndiaStandwithBagga 
@DoctorRichaBjp https://t.co/TUWdoTVsBY",27-05-2020 19:13,,#indiafightscorona potter rais awar covid #indiastandwithbagga http tuwdotvsbi,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",27-05-2020 19:12,"New Delhi, India",burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
RT @mygovindia: India has 10.7 (approx.) cases per lakh population which is amongst the lowest in the World. #IndiaFightsCorona https://t.cÂ,27-05-2020 19:12,"New Delhi, India",india approx case lakh popul amongst lowest world #indiafightscorona http,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
RT @mygovindia: Take a glance to know how IndiaÂs Recovery Rate of COVID-19 patients is steadily improving. #IndiaFightsCorona https://t.coÂ,27-05-2020 19:11,"Raipur, India",take glanc know india recoveri rate covid patient steadili improv #indiafightscorona http,Neutral,19,27-05-2020,"Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 493332, India","(21.2379469, 81.6336833, 0.0)",21.2379469,81.6336833,0
RT @thecaringhands_: Congratulations! Our #Earth is reviving. The credit may or may not be ours but it is our responsibility to maintain aÂ,27-05-2020 19:11,"New Delhi, India",congratul #earth reviv credit respons maintain,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
RT @dintya15: #IndiaFightsCorona | Congratulations to CSC VLEs Grameen eStores for providing supply of daily essential items at the doorsteÂ,27-05-2020 19:11,,#indiafightscorona congratul vle grameen estor provid suppli daili essenti item doorst,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @surnell: #IndiaFightsCorona #CoronaWarriors It is yet another day in seva at @BLRAirport for Volunteers helping out Authorities &amp; securÂ,27-05-2020 19:10,India ,#indiafightscorona #coronawarrior anoth seva volunt help author secur,Neutral,19,27-05-2020,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 19:09,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",27-05-2020 19:08,"Guwahati, India",railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19,27-05-2020,"Guwahati, Kamrup Metropolitan, Assam, 781015, India","(26.1805978, 91.753943, 0.0)",26.1805978,91.753943,0
"RT @ShobhaBJP: Visited Govt Taluk hospital in Tarikere to thank our selfless #HealthcareHeroes, for their determination to serve our countrÂ",27-05-2020 19:08,Bangalore,visit govt taluk hospit tariker thank selfless #healthcarehero determin serv countr,Neutral,19,27-05-2020,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","(12.9791198, 77.5912997, 0.0)",12.9791198,77.5912997,0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,27-05-2020 19:07,"??????????, ???? ",#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,19,27-05-2020,,,,,
"RT @sdmsadartehsil: #indiafightscorona Three new hot spot areasof sadar tehsil in Mahadev jharkhandi tu.n1(Cantt.)Shivchak(Belipar),GulrihaÂ",27-05-2020 19:07,"Gorakhpur, India",#indiafightscorona three spot areasof sadar tehsil mahadev jharkhandi cantt shivchak belipar gulriha,Neutral,19,27-05-2020,"Gorakhpur, Uttar Pradesh, India","(26.67132865, 83.36458284327038, 0.0)",26.67132865,83.36458284,0
RT @mygovindia: Glance through to know how you can enhance your immunity with AYUSH KWATH. #IndiaFightsCorona https://t.co/bphbZgOQqG,27-05-2020 19:07,,glanc know enhanc immun ayush kwath #indiafightscorona http bphbzgoqqg,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @Maha_MEDD: A map prepared by CSIR-NEERI showing #COVID?19 cases in India. (27th May 2020)

#IndiaFightsCorona #coronavirus #IndiaFightsÂ",27-05-2020 19:06,,prepar csir neeri show #covid case india #indiafightscorona #coronaviru #indiafight,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @PIB_India: Do your part to mitigate the impact of #Coronavirus: Maintain #SocialDistancing and follow these do's and don'ts.

#SocialDiÂ",27-05-2020 19:05,,part mitig impact #coronaviru maintain #socialdistanc follow #socialdi,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",27-05-2020 19:05,,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @ManojGoelBJP: #ModiGovt 2.0? India at the cusp of a new growth story.
         
PM @NarendraModiÂs focus remains on big reforms,structuÂ",27-05-2020 19:04,"New Delhi, India",#modigovt india cusp growth stori focu remain reform structu,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @spmrfoundation: We cordially invite you for a talk on ""#COVID__19 : Present Challenges &amp; Future Changes"" by Shri @byadavbjp (National GÂ",27-05-2020 19:04,"New Ashok Nagar, New Delhi",cordial invit talk #covid present challeng futur chang shri nation,Neutral,19,27-05-2020,"New Ashok Nagar, Lieutenant Vijyant Thapar Marg, New Ashok Nagar, Samaspur, Mayur Vihar Tehsil, East Delhi, Delhi, 2013010, India","(28.5890885, 77.3015085, 0.0)",28.5890885,77.3015085,0
"The reality of @INCIndia understanding..
They are not bothered about the public problem, they are bothered of why pÂ https://t.co/xuVyAiWunv",27-05-2020 19:03,MAHABUBNAGAR,realiti understand they bother public problem bother http xuvyaiwunv,Neutral,19,27-05-2020,"Mahabubnagar, Telangana, India","(16.696568550000002, 77.95911462089693, 0.0)",16.69656855,77.95911462,0
"RT @_Jagadguru: #ServeNeedyInLockdown 
Distributed food and  daily essentials  to the needy in #Ratnagiri. This #Lockdownextention causingÂ",27-05-2020 19:01,,#serveneedyinlockdown distribut food daili essenti needi #ratnagiri thi #lockdownextent caus,Neutral,19,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @mygovindia: Here's how India is working towards fighting against the impact of COVID-19. #IndiaFightsCorona https://t.co/r4SQQzwAfs,27-05-2020 19:01,New Delhi,here india work toward fight impact covid #indiafightscorona http sqqzwaf,Neutral,19,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @digmoradabad: 27.05.2020
Moradabad

Master Magan Mehrotra of class 10th, Moradabad has sent a beautiful picture to appreciate the efforÂ",27-05-2020 19:01,"Uttar Pradesh, India",moradabad master magan mehrotra class moradabad sent beauti pictur appreci effor,Neutral,19,27-05-2020,"Uttar Pradesh, India","(27.1303344, 80.859666, 0.0)",27.1303344,80.859666,0
The photo of the Syrian child on the shore was the wakeup call for #MigrantCrisis in Europe few years back. Can thiÂ https://t.co/n2naf9W2k3,27-05-2020 19:00,"London, England",photo syrian child shore wakeup call #migrantcrisi europ year back http,Neutral,19,27-05-2020,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474,0
"RT @MoHFW_INDIA: #IndiaFightsCorona

#COVID19 can be cured. If you develop any symptoms, don't hesitate to report early. Immediately call 1Â",27-05-2020 19:00,Davangere,#indiafightscorona #covid cure develop symptom hesit report earli immedi call,Neutral,19,27-05-2020,"Davangere City Corporation Offices, K.B. Extension, Davanagere, Davanagere taluku, Davanagere district, Karnataka, 577000, India","(14.466445700000001, 75.9197507909343, 0.0)",14.4664457,75.91975079,0
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Union Health Minister @drharshvardhan takes charge as Executive Board chairperson of @WHO.

#StayAÂ",27-05-2020 18:59,New Delhi,#indiafightscorona union health minist take charg execut board chairperson #staya,Neutral,18,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Union Health Minister @drharshvardhan takes charge as Executive Board chairperson of @WHO.

#StayAÂ",27-05-2020 18:57,"New Delhi, India",#indiafightscorona union health minist take charg execut board chairperson #staya,Neutral,18,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:57,????? ??? ???? ??? Nainital,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,"Nainital, Uttarakhand, India","(29.2031392, 79.4176945, 0.0)",29.2031392,79.4176945,0
"RT @CharuPragya: In this burning heat, itÂs most important to keep our #CoronaWarriors hydrated.

Sending off water, juice, ORS &amp; Vitamin CÂ",27-05-2020 18:57,,burn heat import keep #coronawarrior hydrat send water juic vitamin,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
RT @vinivdvc: #UPDATE : #Dharavi reports only 18 cases in the last 24 hours. Silver lining in @mybmc fight against #covid #IndiaFightsCoronÂ,27-05-2020 18:56,"Chembur, Mumbai",#updat #dharavi report case last hour silver line fight #covid #indiafightscoron,Neutral,18,27-05-2020,"Chembur, Ramakrishna Chemburkar Marg, Chembur Gaothan, M/W Ward, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400089, India","(19.0612128, 72.8975909, 0.0)",19.0612128,72.8975909,0
"RT @DC_Gurugram: Please call our dedicated Telemedicine Helpline 18005728283, for any medical opinion. Issued in public interest by DistricÂ",27-05-2020 18:56,New Delhi,pleas call dedic telemedicin helplin medic opinion issu public interest distric,Neutral,18,27-05-2020,"New Delhi, Delhi, India","(28.6141793, 77.2022662, 0.0)",28.6141793,77.2022662,0
"RT @PIBMumbai: 2/3??

?To identify the molecules which can bind to the enzymes, scientists are examining the molecular structure of the compÂ",27-05-2020 18:56,"Roorkee, India",identifi molecul bind enzym scientist examin molecular structur comp,Neutral,18,27-05-2020,"Roorkee, Haridwar, Uttarakhand, 247667, India","(29.8693496, 77.8902124, 0.0)",29.8693496,77.8902124,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:55,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @Aarti_Tomar1: Poland Population : 37,846,611
Covid cases : 22,473 
%age : 0.0593 
India population : 1,387,297,452
Covid cases : 1,58,0Â",27-05-2020 18:54,,poland popul covid case india popul covid case,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Science and Engineering Research Board (SERB) under @IndiaDST supports study for identification oÂ",27-05-2020 18:53,"Roorkee, India",#indiafightscorona scienc engin research board serb support studi identif,Neutral,18,27-05-2020,"Roorkee, Haridwar, Uttarakhand, 247667, India","(29.8693496, 77.8902124, 0.0)",29.8693496,77.8902124,0
"RT @ShobhaBJP: Visited Govt Taluk hospital in Tarikere to thank our selfless #HealthcareHeroes, for their determination to serve our countrÂ",27-05-2020 18:53,"Saint-Usage, France",visit govt taluk hospit tariker thank selfless #healthcarehero determin serv countr,Neutral,18,27-05-2020,"Saint-Usage, Beaune, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21170, France","(47.1097018, 5.2610058, 0.0)",47.1097018,5.2610058,0
"RT @GujariyaPun: *closing eyes n trying to sleep*  But then suddenly one question arise ""Modiji ki iss baar lockdown pakka khatam ho jayegaÂ",27-05-2020 18:53,Rajasthan,close eye tri sleep suddenli question aris modiji baar lockdown pakka khatam jayega,Neutral,18,27-05-2020,"Rajasthan, India","(26.8105777, 73.7684549, 0.0)",26.8105777,73.7684549,0
"*closing eyes n trying to sleep*  But then suddenly one question arise ""Modiji ki iss baar lockdown pakka khatam hoÂ https://t.co/prZjudifMG",27-05-2020 18:52,"Gujarat, India",close eye tri sleep suddenli question aris modiji baar lockdown pakka khatam http przjudifmg,Neutral,18,27-05-2020,"Gujarat, India","(22.41540825, 72.03149703699282, 0.0)",22.41540825,72.03149704,0
"RT @PBNS_India: University of Kashmir decides that there will be no end term exams for current semester &amp; previous semesters, where exams wÂ",27-05-2020 18:52,,univers kashmir decid term exam current semest previou semest exam,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @BJP4Odisha: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DoÂ",27-05-2020 18:52,"Cuttack Odisha, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,"Cuttack, Cuttack (M.Corp.) P.S, Cuttack, Odisha, 753001, India","(20.4686, 85.8792, 0.0)",20.4686,85.8792,0
RT @mygovindia: Glance through to know how you can enhance your immunity with AYUSH KWATH. #IndiaFightsCorona https://t.co/bphbZgOQqG,27-05-2020 18:52,,glanc know enhanc immun ayush kwath #indiafightscorona http bphbzgoqqg,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:51,"Delhi, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","(28.6517178, 77.2219388, 0.0)",28.6517178,77.2219388,0
"RT @Sowmyareddyr: Distributed #Rationkits to the residents of Marenahalli Kere and surrounding areas at Sri Chamundeshwari playground,PattaÂ",27-05-2020 18:51,,distribut #rationkit resid marenah kere surround area chamundeshwari playground patta,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:51,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @PrashantChurhe: #JetAirways, which suspended services more than a year ago due to cash crunch,  writes to Centre offering two of its BoÂ",27-05-2020 18:50,,#jetairway suspend servic year cash crunch write centr offer,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @AnkitBhatia016: Wishing You And Your Family A Very Happy #AkshayaTritiya .
May It Brings #Happiness &amp; #Prosperity To You. 

#?????_????Â",27-05-2020 18:50,"Shimla Urban, India",wish your famili veri happi #akshayatritiya bring #happi #prosper,Neutral,18,27-05-2020,"Shimla (urban), Shimla, Himachal Pradesh, India","(31.09593035, 77.15193561722651, 0.0)",31.09593035,77.15193562,0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

??To beat the heat during #COVID19, here's the AC guidelines for: 

??Residences, Standalone WorksÂ",27-05-2020 18:50,"Hathras, India",#indiafightscorona beat heat #covid guidelin resid standalon work,Neutral,18,27-05-2020,"Hathras, Uttar Pradesh, India","(27.57324325, 78.11173866751716, 0.0)",27.57324325,78.11173867,0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",27-05-2020 18:50,"Jaitpura, Varanasi",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18,27-05-2020,,,,,
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",27-05-2020 18:49,,#agra #covid activ case total activ case today discharg tota,Neutral,18,27-05-2020,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0
"RT @digmoradabad: 27.05.2020
Moradabad

Master Magan Mehrotra of class 10th, Moradabad has sent a beautiful picture to appreciate the efforÂ",27-05-2020 18:46,Delhi NCR,moradabad master magan mehrotra class moradabad sent beauti pictur appreci effor,Neutral,18,27-05-2020,"Delhi, Buenavista Ville Subdivision, Batasan Hills, Quezon City, 2nd District, NCR, Second District, Metro Manila, 1808, Philippines","(14.6719732, 121.0977529, 0.0)",14.6719732,121.0977529,0
